,quote_date,shop_code,item_id_raw,region,price,indicator_box,item_id,description
5690251,1995-08-01,2.0,212005,2.0,0.58999997,,212005,PURE ORANGE JUICE-1 LTR CARTON
5690291,1992-07-01,2.0,212005,2.0,0.74000001,,212005,PURE ORANGE JUICE-1 LTR CARTON
5690392,1988-05-01,2.0,212005,2.0,0.58999997,,212005,PURE ORANGE JUICE-1 LTR CARTON
5690882,1990-03-01,2.0,212005,2.0,0.83999997,,212005,PURE ORANGE JUICE-1 LTR CARTON
5690921,1988-10-01,2.0,212005,2.0,0.69,,212005,PURE ORANGE JUICE-1 LTR CARTON
5690957,1989-06-01,2.0,212005,2.0,0.69,,212005,PURE ORANGE JUICE-1 LTR CARTON
5691071,1990-12-01,2.0,212005,2.0,0.76999998,,212005,PURE ORANGE JUICE-1 LTR CARTON
5691373,1993-01-01,2.0,212005,2.0,0.58999997,,212005,PURE ORANGE JUICE-1 LTR CARTON
5691484,1989-01-01,2.0,212005,2.0,0.69,,212005,PURE ORANGE JUICE-1 LTR CARTON
5691692,1991-04-01,2.0,212005,2.0,0.58999997,,212005,PURE ORANGE JUICE-1 LTR CARTON
5691803,2004-10-01,2.0,212005,2.0,0.79000002,,212005,PURE ORANGE JUICE-1 LTR CARTON
5691923,1988-02-01,2.0,212005,2.0,0.52999997,,212005,PURE ORANGE JUICE-1 LTR CARTON
5691969,1988-04-01,2.0,212005,2.0,0.58999997,,212005,PURE ORANGE JUICE-1 LTR CARTON
5692046,1993-07-01,2.0,212005,2.0,0.64999998,,212005,PURE ORANGE JUICE-1 LTR CARTON
5692103,1989-08-01,2.0,212005,2.0,0.69,,212005,PURE ORANGE JUICE-1 LTR CARTON
5692221,1990-02-01,2.0,212005,2.0,0.82999998,,212005,PURE ORANGE JUICE-1 LTR CARTON
5692233,1993-12-01,2.0,212005,2.0,0.64999998,,212005,PURE ORANGE JUICE-1 LTR CARTON
5692576,1993-06-01,2.0,212005,2.0,0.58999997,,212005,PURE ORANGE JUICE-1 LTR CARTON
5692673,1988-09-01,2.0,212005,2.0,0.58999997,,212005,PURE ORANGE JUICE-1 LTR CARTON
5692739,1989-07-01,2.0,212005,2.0,0.64999998,,212005,PURE ORANGE JUICE-1 LTR CARTON
5692986,1989-09-01,2.0,212005,2.0,0.67000002,,212005,PURE ORANGE JUICE-1 LTR CARTON
5693278,1988-11-01,2.0,212005,2.0,0.69,,212005,PURE ORANGE JUICE-1 LTR CARTON
5693351,1991-12-01,2.0,212005,2.0,0.75,,212005,PURE ORANGE JUICE-1 LTR CARTON
5693579,2005-09-01,2.0,212005,2.0,0.79000002,,212005,PURE ORANGE JUICE-1 LTR CARTON
5693604,1990-04-01,2.0,212005,2.0,0.72000003,,212005,PURE ORANGE JUICE-1 LTR CARTON
5693605,1993-05-01,2.0,212005,2.0,0.58999997,,212005,PURE ORANGE JUICE-1 LTR CARTON
5693709,2004-04-01,2.0,212005,2.0,0.79000002,,212005,PURE ORANGE JUICE-1 LTR CARTON
5693811,2004-09-01,2.0,212005,2.0,0.79000002,,212005,PURE ORANGE JUICE-1 LTR CARTON
5694041,1991-07-01,2.0,212005,2.0,0.64999998,,212005,PURE ORANGE JUICE-1 LTR CARTON
5694328,1992-01-01,2.0,212005,2.0,0.79000002,,212005,PURE ORANGE JUICE-1 LTR CARTON
5694455,1989-04-01,2.0,212005,2.0,0.69,,212005,PURE ORANGE JUICE-1 LTR CARTON
5694484,2004-08-01,2.0,212005,2.0,0.79000002,,212005,PURE ORANGE JUICE-1 LTR CARTON
5694850,1990-06-01,2.0,212005,2.0,0.83999997,,212005,PURE ORANGE JUICE-1 LTR CARTON
5695166,2006-06-01,2.0,212005,2.0,0.79000002,,212005,PURE ORANGE JUICE-1 LTR CARTON
5695183,1989-10-01,2.0,212005,2.0,0.67000002,,212005,PURE ORANGE JUICE-1 LTR CARTON
5695569,1995-03-01,2.0,212005,2.0,0.56999999,,212005,PURE ORANGE JUICE-1 LTR CARTON
5695587,2004-01-01,2.0,212005,2.0,0.79000002,,212005,PURE ORANGE JUICE-1 LTR CARTON
5696007,2004-12-01,2.0,212005,2.0,0.79000002,,212005,PURE ORANGE JUICE-1 LTR CARTON
5696140,2005-08-01,2.0,212005,2.0,0.79000002,,212005,PURE ORANGE JUICE-1 LTR CARTON
5696178,1989-05-01,2.0,212005,2.0,0.64999998,,212005,PURE ORANGE JUICE-1 LTR CARTON
5696262,1991-04-01,2.0,212005,2.0,0.69,,212005,PURE ORANGE JUICE-1 LTR CARTON
